segment,x1,x2,duration,distance,weather,peak
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,15,49,1,0
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,15,38,1,0
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,15,32,1,0
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,10,54,1,0
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,35,29,1,0
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,10,53,1,0
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,15,36,1,1
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,35,12,1,1
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,25,37,1,1
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,15,53,1,1
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,25,31,1,1
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,30,30,1,1
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,30,35,1,1
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,30,9,1,1
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,20,11,2,0
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,25,53,2,0
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,35,11,2,0
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,15,10,2,0
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,15,31,2,0
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,30,40,2,0
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,40,36,2,0
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,15,24,1,0
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,25,32,1,0
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,10,47,1,0
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,35,40,1,0
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,10,41,1,0
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,15,44,1,0
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,20,53,1,0
16,RUMAH NO. 28 - JLN SS5A/14,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,25,39,1,0
