segment,x1,x2,duration,distance,weather,peak
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,146,103,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,135,112,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,130,170,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,120,197,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,104,144,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,160,174,1,1
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,160,117,1,1
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,150,164,1,1
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,165,114,1,1
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,135,135,1,1
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,135,147,1,1
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,115,155,1,1
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,105,153,1,1
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,95,137,1,1
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,115,127,2,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,115,168,2,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,120,160,2,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,140,103,2,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,135,154,2,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,130,193,2,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,120,177,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,145,161,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,165,148,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,145,150,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,95,118,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,115,138,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,145,179,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,130,123,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,120,120,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,125,174,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,145,144,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,90,192,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,125,166,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,170,78,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,105,159,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,105,164,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,150,119,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,150,127,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,100,183,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,105,186,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,100,130,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,85,99,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,110,199,3,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,115,143,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,140,179,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,93,133,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,105,109,1,0
6,SEK MEN KELANA JAYA  LDP,SS6 KELANA PARK VIEW,165,173,3,0
