segment,x1,x2,duration,distance,weather,peak
5,KUARTERS  PDRM  JLN SS4B/10,SEK MEN KELANA JAYA  LDP,25,121,1,0
5,KUARTERS  PDRM  JLN SS4B/10,SEK MEN KELANA JAYA  LDP,20,190,1,0
5,KUARTERS  PDRM  JLN SS4B/10,SEK MEN KELANA JAYA  LDP,20,88,1,0
5,KUARTERS  PDRM  JLN SS4B/10,SEK MEN KELANA JAYA  LDP,20,168,1,0
5,KUARTERS  PDRM  JLN SS4B/10,SEK MEN KELANA JAYA  LDP,30,108,1,0
5,KUARTERS  PDRM  JLN SS4B/10,SEK MEN KELANA JAYA  LDP,20,198,1,1
5,KUARTERS  PDRM  JLN SS4B/10,SEK MEN KELANA JAYA  LDP,20,145,1,1
5,KUARTERS  PDRM  JLN SS4B/10,SEK MEN KELANA JAYA  LDP,20,120,1,1
5,KUARTERS  PDRM  JLN SS4B/10,SEK MEN KELANA JAYA  LDP,20,191,1,1
5,KUARTERS  PDRM  JLN SS4B/10,SEK MEN KELANA JAYA  LDP,35,112,1,1
5,KUARTERS  PDRM  JLN SS4B/10,SEK MEN KELANA JAYA  LDP,20,179,1,1
5,KUARTERS  PDRM  JLN SS4B/10,SEK MEN KELANA JAYA  LDP,15,199,1,1
5,KUARTERS  PDRM  JLN SS4B/10,SEK MEN KELANA JAYA  LDP,25,164,1,1
5,KUARTERS  PDRM  JLN SS4B/10,SEK MEN KELANA JAYA  LDP,20,184,1,1
5,KUARTERS  PDRM  JLN SS4B/10,SEK MEN KELANA JAYA  LDP,15,173,2,0
5,KUARTERS  PDRM  JLN SS4B/10,SEK MEN KELANA JAYA  LDP,20,92,2,0
5,KUARTERS  PDRM  JLN SS4B/10,SEK MEN KELANA JAYA  LDP,20,177,2,0
5,KUARTERS  PDRM  JLN SS4B/10,SEK MEN KELANA JAYA  LDP,20,135,2,0
5,KUARTERS  PDRM  JLN SS4B/10,SEK MEN KELANA JAYA  LDP,20,159,2,0
5,KUARTERS  PDRM  JLN SS4B/10,SEK MEN KELANA JAYA  LDP,30,118,2,0
