segment,x1,x2,duration,distance,weather,peak
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,45,161 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,65,199 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,45,152 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,45,188 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,83,132 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,60,195 ,1,1
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,70,167 ,1,1
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,50,152 ,1,1
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,45,166 ,1,1
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,45,143 ,1,1
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,55,179 ,1,1
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,65,167 ,1,1
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,75,152 ,1,1
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,105,158 ,1,1
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,40,161 ,2,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,50,140 ,2,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,40,162 ,2,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,40,190 ,2,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,65,158 ,2,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,55,160 ,2,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,80,175 ,2,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,65,190 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,70,166 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,70,153 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,40,188 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,85,181 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,65,168 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,55,185 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,45,157 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,45,176 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,40,198 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,75,191 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,85,196 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,70,161 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,45,190 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,65,156 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,60,199 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,75,151 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,65,160 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,45,181 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,50,199 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,52,160 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,80,187 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,40,192 ,3,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,65,162 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,65,162 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,35,194 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,65,183 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,80,193 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,85,178 ,3,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,55,167 ,3,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,60,147 ,3,1
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,80,164 ,3,1
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,60,158 ,3,1
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,60,174 ,3,1
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,70,170 ,1,1
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,65,167 ,1,1
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,95,180 ,1,1
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,95,153 ,1,1
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,40,172 ,1,1
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,70,177 ,1,1
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,65,188 ,1,1
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,45,166 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,55,189 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,45,153 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,65,184 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,105,154 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,65,164 ,1,0
13,7 ELEVEN - JLN SS5/1,RUMAH NO 159 (OPP)/JLN SS 5A/1,90,178 ,1,0
