segment,x1,x2,duration,distance,weather,peak
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,50,67,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,60,100,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,85,65,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,50,65,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,70,20,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,65,63,1,1
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,55,69,1,1
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,65,57,1,1
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,60,95,1,1
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,40,71,1,1
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,60,15,1,1
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,55,18,1,1
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,75,95,1,1
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,40,52,1,1
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,70,46,2,0
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,55,15,2,0
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,40,93,2,0
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,65,56,2,0
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,40,34,2,0
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,40,48,2,0
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,75,8,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,65,96,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,70,43,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,40,64,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,40,86,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,60,76,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,60,36,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,45,87,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,45,3,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,55,5,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,65,60,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,50,74,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,40,66,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,60,56,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,RUMAH NO. 24  JLN SS5/1,70,7,1,0
