segment,x1,x2,duration,distance,weather,peak
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,30,47,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,48,30,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,55,25,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,95,27,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,70,24,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,75,28,1,1
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,50,35,1,1
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,45,42,1,1
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,35,14,1,1
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,60,20,1,1
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,55,31,1,1
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,65,31,1,1
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,60,21,1,1
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,45,39,1,1
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,65,23,2,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,55,40,2,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,60,39,2,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,30,55,2,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,55,6,2,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,65,22,2,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,90,24,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,85,28,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,55,28,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,75,7,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,50,35,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,50,67,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,65,44,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,40,39,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,50,28,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,95,32,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,75,26,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,65,47,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,60,19,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,60,34,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,40,50,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,55,41,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,55,40,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,55,29,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,70,35,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,50,10,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,40,30,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,45,5,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,60,28,3,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,70,52,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,51,26,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,70,24,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,45,25,1,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,60,26,3,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,55,36,3,0
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,80,19,3,1
7,SS6 KELANA PARK VIEW,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,50,45,3,1
